relationship_id,notification_id,notification_number,target_entity,target_entity_id,target_entity_label,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-NOTIFI-0001154,NOTIF-00625,,STANDARD,STD-00919,IS 1989,ACTS_ON,related_is_text,related_is_text,IS 1989,,F034,bis_gazette_notification.csv,,1288,1.00,
REL-NOTIFI-0001155,NOTIF-00923,,STANDARD,STD-00919,IS 1989,ACTS_ON,related_is_text,related_is_text,IS 1989,,F034,bis_gazette_notification.csv,,1289,1.00,
REL-NOTIFI-0001156,NOTIF-00954,,STANDARD,STD-01170,IS 3735,ACTS_ON,related_is_text,related_is_text,IS 3735: 1996,,F034,bis_gazette_notification.csv,,1290,1.00,
REL-NOTIFI-0001157,NOTIF-00955,,STANDARD,STD-01171,IS 3736,ACTS_ON,related_is_text,related_is_text,IS 3736: 1995,,F034,bis_gazette_notification.csv,,1291,1.00,
REL-NOTIFI-0001158,NOTIF-00626,,STANDARD,STD-01195,IS 3976,ACTS_ON,related_is_text,related_is_text,IS 3976: 2018,,F034,bis_gazette_notification.csv,,1292,1.00,
REL-NOTIFI-0001159,NOTIF-00839,,STANDARD,STD-00112,IS 11226,ACTS_ON,related_is_text,related_is_text,IS 11226: 1993,,F034,bis_gazette_notification.csv,,1293,1.00,
REL-NOTIFI-0001160,NOTIF-00838,,STANDARD,STD-00395,IS 14544,ACTS_ON,related_is_text,related_is_text,IS 14544: 1998,,F034,bis_gazette_notification.csv,,1294,1.00,
REL-NOTIFI-0001161,NOTIF-01100,,STANDARD,STD-00557,IS 15844,ACTS_ON,related_is_text,related_is_text,IS 15844,,F034,bis_gazette_notification.csv,,1295,1.00,
REL-NOTIFI-0001162,NOTIF-00840,,STANDARD,STD-00557,IS 15844,ACTS_ON,related_is_text,related_is_text,IS 15844,,F034,bis_gazette_notification.csv,,1296,1.00,
REL-NOTIFI-0001163,NOTIF-00814,,STANDARD,STD-00557,IS 15844,ACTS_ON,related_is_text,related_is_text,IS 15844,,F034,bis_gazette_notification.csv,,1297,1.00,
REL-NOTIFI-0001164,NOTIF-00797,,STANDARD,STD-00718,IS 17012,ACTS_ON,related_is_text,related_is_text,IS 17012: 2018,,F034,bis_gazette_notification.csv,,1298,1.00,
REL-NOTIFI-0001165,NOTIF-00519,,STANDARD,STD-00722,IS 17037,ACTS_ON,related_is_text,related_is_text,IS 17037: 2018,,F034,bis_gazette_notification.csv,,1299,1.00,
REL-NOTIFI-0001166,NOTIF-01132,,STANDARD,STD-00724,IS 17043,ACTS_ON,related_is_text,related_is_text,IS 17043,,F034,bis_gazette_notification.csv,,1300,1.00,
REL-NOTIFI-0001167,NOTIF-01102,,STANDARD,STD-00724,IS 17043,ACTS_ON,related_is_text,related_is_text,IS 17043,,F034,bis_gazette_notification.csv,,1301,1.00,
REL-NOTIFI-0001168,NOTIF-01043,,STANDARD,STD-00479,IS 15298,ACTS_ON,related_is_text,related_is_text,IS 15298,,F034,bis_gazette_notification.csv,,1302,1.00,
REL-NOTIFI-0001169,NOTIF-01044,,STANDARD,STD-00479,IS 15298,ACTS_ON,related_is_text,related_is_text,IS 15298,,F034,bis_gazette_notification.csv,,1303,1.00,
REL-NOTIFI-0001170,NOTIF-01045,,STANDARD,STD-00479,IS 15298,ACTS_ON,related_is_text,related_is_text,IS 15298,,F034,bis_gazette_notification.csv,,1304,1.00,
REL-NOTIFI-0001171,NOTIF-00850,,STANDARD,STD-01239,IS 4296,ACTS_ON,related_is_text,related_is_text,IS 4296,,F034,bis_gazette_notification.csv,,1306,1.00,
REL-NOTIFI-0001172,NOTIF-00851,,STANDARD,STD-01239,IS 4296,ACTS_ON,related_is_text,related_is_text,IS 4296,,F034,bis_gazette_notification.csv,,1307,1.00,
REL-NOTIFI-0001173,NOTIF-00852,,STANDARD,STD-01239,IS 4296,ACTS_ON,related_is_text,related_is_text,IS 4296,,F034,bis_gazette_notification.csv,,1308,1.00,
REL-NOTIFI-0001174,NOTIF-00769,,STANDARD,STD-01220,IS 4151,ACTS_ON,related_is_text,related_is_text,IS 4151: 2015,,F034,bis_gazette_notification.csv,,1310,1.00,
REL-NOTIFI-0001175,NOTIF-00671,,STANDARD,STD-00797,IS 17550,ACTS_ON,related_is_text,related_is_text,IS 17550,,F034,bis_gazette_notification.csv,,1312,1.00,
REL-NOTIFI-0001176,NOTIF-00892,,STANDARD,STD-01551,IS 7872,ACTS_ON,related_is_text,related_is_text,IS 7872: 2018,,F034,bis_gazette_notification.csv,,1313,1.00,
REL-NOTIFI-0001177,NOTIF-00789,,STANDARD,STD-00492,IS 1536,ACTS_ON,related_is_text,related_is_text,IS 1536: 2001,,F034,bis_gazette_notification.csv,,1315,1.00,
REL-NOTIFI-0001178,NOTIF-00596,,STANDARD,STD-01199,IS 3989,ACTS_ON,related_is_text,related_is_text,IS 3989: 2009,,F034,bis_gazette_notification.csv,,1316,1.00,
REL-NOTIFI-0001179,NOTIF-01169,,STANDARD,STD-00570,IS 15905,ACTS_ON,related_is_text,related_is_text,IS 15905: 2011,,F034,bis_gazette_notification.csv,,1317,1.00,
REL-NOTIFI-0001180,NOTIF-00575,,STANDARD,STD-00545,IS 15769,ACTS_ON,related_is_text,related_is_text,IS 15769:2008,,F034,bis_gazette_notification.csv,,1319,1.00,
REL-NOTIFI-0001181,NOTIF-00668,,STANDARD,STD-00502,IS 15449,ACTS_ON,related_is_text,related_is_text,IS 15449,,F034,bis_gazette_notification.csv,,1321,1.00,
REL-NOTIFI-0001182,NOTIF-00795,,STANDARD,STD-00634,IS 16240,ACTS_ON,related_is_text,related_is_text,IS 16240 : 2023,,F034,bis_gazette_notification.csv,,1323,1.00,
REL-NOTIFI-0001183,NOTIF-00513,,STANDARD,STD-00915,IS 1943,ACTS_ON,related_is_text,related_is_text,IS 1943:1995,,F034,bis_gazette_notification.csv,,1325,1.00,
REL-NOTIFI-0001184,NOTIF-00631,,STANDARD,STD-01020,IS 2566,ACTS_ON,related_is_text,related_is_text,IS 2566:1993,,F034,bis_gazette_notification.csv,,1326,1.00,
REL-NOTIFI-0001185,NOTIF-00016,,STANDARD,STD-00218,IS 12650,ACTS_ON,related_is_text,related_is_text,IS 12650:2018,,F034,bis_gazette_notification.csv,,1327,1.00,
REL-NOTIFI-0001186,NOTIF-00018,,STANDARD,STD-00468,IS 15138,ACTS_ON,related_is_text,related_is_text,IS 15138:2010,,F034,bis_gazette_notification.csv,,1328,1.00,
REL-NOTIFI-0001187,NOTIF-00017,,STANDARD,STD-00622,IS 16186,ACTS_ON,related_is_text,related_is_text,IS 16186:2014,,F034,bis_gazette_notification.csv,,1329,1.00,
REL-NOTIFI-0001188,NOTIF-00009,,STANDARD,STD-00650,IS 16372,ACTS_ON,related_is_text,related_is_text,IS 16372:2015,,F034,bis_gazette_notification.csv,,1330,1.00,
REL-NOTIFI-0001189,NOTIF-01031,,STANDARD,STD-00752,IS 17266,ACTS_ON,related_is_text,related_is_text,IS 17266:2019,,F034,bis_gazette_notification.csv,,1332,1.00,
REL-NOTIFI-0001190,NOTIF-00687,,STANDARD,STD-00487,IS 15351,ACTS_ON,related_is_text,related_is_text,IS 15351 : 2015,,F034,bis_gazette_notification.csv,,1334,1.00,
REL-NOTIFI-0001191,NOTIF-00822,,STANDARD,STD-00572,IS 15909,ACTS_ON,related_is_text,related_is_text,IS 15909 : 2020,,F034,bis_gazette_notification.csv,,1335,1.00,
REL-NOTIFI-0001192,NOTIF-00777,,STANDARD,STD-00680,IS 16653,ACTS_ON,related_is_text,related_is_text,IS 16653 : 2017,,F034,bis_gazette_notification.csv,,1336,1.00,
REL-NOTIFI-0001193,NOTIF-00827,,STANDARD,STD-00681,IS 16654,ACTS_ON,related_is_text,related_is_text,IS 16654: 2017,,F034,bis_gazette_notification.csv,,1337,1.00,
REL-NOTIFI-0001194,NOTIF-00699,,STANDARD,STD-00419,IS 14715,ACTS_ON,related_is_text,related_is_text,IS 14715,,F034,bis_gazette_notification.csv,,1338,1.00,
REL-NOTIFI-0001195,NOTIF-00699,,STANDARD,STD-00419,IS 14715,ACTS_ON,related_is_text,related_is_text,IS 14715,,F034,bis_gazette_notification.csv,,1339,1.00,
REL-NOTIFI-0001196,NOTIF-00551,,STANDARD,STD-00565,IS 15869,ACTS_ON,related_is_text,related_is_text,IS 15869 : 2020,,F034,bis_gazette_notification.csv,,1340,1.00,
REL-NOTIFI-0001197,NOTIF-00812,,STANDARD,STD-00652,IS 16391,ACTS_ON,related_is_text,related_is_text,IS 16391 : 2015,,F034,bis_gazette_notification.csv,,1341,1.00,
REL-NOTIFI-0001198,NOTIF-00925,,STANDARD,STD-00654,IS 16393,ACTS_ON,related_is_text,related_is_text,IS 16393 : 2015,,F034,bis_gazette_notification.csv,,1342,1.00,
REL-NOTIFI-0001199,NOTIF-00813,,STANDARD,STD-00648,IS 16362,ACTS_ON,related_is_text,related_is_text,IS 16362 : 2020,,F034,bis_gazette_notification.csv,,1343,1.00,
REL-NOTIFI-0001200,NOTIF-00986,,STANDARD,STD-00646,IS 16352,ACTS_ON,related_is_text,related_is_text,IS 16352 : 2020,,F034,bis_gazette_notification.csv,,1344,1.00,
REL-NOTIFI-0001201,NOTIF-01056,,STANDARD,STD-00605,IS 16090,ACTS_ON,related_is_text,related_is_text,IS 16090:2013,,F034,bis_gazette_notification.csv,,1345,1.00,
REL-NOTIFI-0001202,NOTIF-01174,,STANDARD,STD-00653,IS 16392,ACTS_ON,related_is_text,related_is_text,IS 16392:2015,,F034,bis_gazette_notification.csv,,1346,1.00,
REL-NOTIFI-0001203,NOTIF-00984,,STANDARD,STD-00766,IS 17371,ACTS_ON,related_is_text,related_is_text,IS 17371:2020,,F034,bis_gazette_notification.csv,,1347,1.00,
REL-NOTIFI-0001204,NOTIF-00965,,STANDARD,STD-00767,IS 17372,ACTS_ON,related_is_text,related_is_text,IS 17372:2020,,F034,bis_gazette_notification.csv,,1348,1.00,
REL-NOTIFI-0001205,NOTIF-01125,,STANDARD,STD-00768,IS 17373,ACTS_ON,related_is_text,related_is_text,IS 17373:2020,,F034,bis_gazette_notification.csv,,1349,1.00,
REL-NOTIFI-0001206,NOTIF-00479,,STANDARD,STD-00769,IS 17374,ACTS_ON,related_is_text,related_is_text,IS 17374:2020,,F034,bis_gazette_notification.csv,,1350,1.00,
REL-NOTIFI-0001207,NOTIF-00698,,STANDARD,STD-00784,IS 17483,ACTS_ON,related_is_text,related_is_text,IS 17483,,F034,bis_gazette_notification.csv,,1351,1.00,
REL-NOTIFI-0001208,NOTIF-00698,,STANDARD,STD-00784,IS 17483,ACTS_ON,related_is_text,related_is_text,IS 17483,,F034,bis_gazette_notification.csv,,1352,1.00,
REL-NOTIFI-0001209,NOTIF-00697,,STANDARD,STD-00838,IS 17880,ACTS_ON,related_is_text,related_is_text,IS 17880 : 2022,,F034,bis_gazette_notification.csv,,1353,1.00,
REL-NOTIFI-0001210,NOTIF-00779,,STANDARD,STD-00540,IS 15741,ACTS_ON,related_is_text,related_is_text,IS 15741 : 2007,,F034,bis_gazette_notification.csv,,1355,1.00,
REL-NOTIFI-0001211,NOTIF-00478,,STANDARD,STD-00700,IS 16890,ACTS_ON,related_is_text,related_is_text,IS 16890 : 2018,,F034,bis_gazette_notification.csv,,1356,1.00,
REL-NOTIFI-0001212,NOTIF-00477,,STANDARD,STD-00699,IS 16874,ACTS_ON,related_is_text,related_is_text,IS 16874 : 2018,,F034,bis_gazette_notification.csv,,1357,1.00,
REL-NOTIFI-0001213,NOTIF-00511,,STANDARD,STD-00542,IS 15748,ACTS_ON,related_is_text,related_is_text,IS 15748 : 2022,,F034,bis_gazette_notification.csv,,1358,1.00,
REL-NOTIFI-0001214,NOTIF-01120,,STANDARD,STD-00541,IS 15742,ACTS_ON,related_is_text,related_is_text,IS 15742 : 2007,,F034,bis_gazette_notification.csv,,1359,1.00,
REL-NOTIFI-0001215,NOTIF-00501,,STANDARD,STD-00552,IS 15809,ACTS_ON,related_is_text,related_is_text,IS 15809 : 2017,,F034,bis_gazette_notification.csv,,1360,1.00,
REL-NOTIFI-0001216,NOTIF-01037,,STANDARD,STD-00682,IS 16655,ACTS_ON,related_is_text,related_is_text,IS 16655 : 2017,,F034,bis_gazette_notification.csv,,1361,1.00,
REL-NOTIFI-0001217,NOTIF-00718,,STANDARD,STD-00690,IS 16725,ACTS_ON,related_is_text,related_is_text,IS 16725 : 2018,,F034,bis_gazette_notification.csv,,1362,1.00,
REL-NOTIFI-0001218,NOTIF-00726,,STANDARD,STD-00691,IS 16726,ACTS_ON,related_is_text,related_is_text,IS 16726 : 2018,,F034,bis_gazette_notification.csv,,1363,1.00,
REL-NOTIFI-0001219,NOTIF-00909,,STANDARD,STD-00729,IS 17051,ACTS_ON,related_is_text,related_is_text,IS 17051 : 2018,,F034,bis_gazette_notification.csv,,1364,1.00,
REL-NOTIFI-0001220,NOTIF-00686,,STANDARD,STD-00754,IS 17286,ACTS_ON,related_is_text,related_is_text,IS 17286 : 2019,,F034,bis_gazette_notification.csv,,1365,1.00,
REL-NOTIFI-0001221,NOTIF-00640,,STANDARD,STD-00544,IS 15768,ACTS_ON,related_is_text,related_is_text,IS 15768 : 2008,,F034,bis_gazette_notification.csv,,1367,1.00,
REL-NOTIFI-0001222,NOTIF-00985,,STANDARD,STD-01760,IS/ISO 9994,ACTS_ON,related_is_text,related_is_text,IS/ISO 9994:2018,,F034,bis_gazette_notification.csv,,1369,1.00,
REL-NOTIFI-0001223,NOTIF-00953,,STANDARD,STD-01758,IS/ISO 22702,ACTS_ON,related_is_text,related_is_text,IS/ISO 22702:2018,,F034,bis_gazette_notification.csv,,1370,1.00,
REL-NOTIFI-0001224,NOTIF-00796,,STANDARD,STD-00829,IS 17803,ACTS_ON,related_is_text,related_is_text,IS 17803: 2022,,F034,bis_gazette_notification.csv,,1372,1.00,
REL-NOTIFI-0001225,NOTIF-00573,,STANDARD,STD-01581,IS 814,ACTS_ON,related_is_text,related_is_text,IS 814 : 2004,,F034,bis_gazette_notification.csv,,1374,1.00,
REL-NOTIFI-0001226,NOTIF-01062,,STANDARD,STD-01430,IS 6419,ACTS_ON,related_is_text,related_is_text,IS 6419 : 1996,,F034,bis_gazette_notification.csv,,1375,1.00,
REL-NOTIFI-0001227,NOTIF-00518,,STANDARD,STD-00658,IS 16444,ACTS_ON,related_is_text,related_is_text,IS 16444,,F034,bis_gazette_notification.csv,,1377,1.00,
REL-NOTIFI-0001228,NOTIF-00517,,STANDARD,STD-00658,IS 16444,ACTS_ON,related_is_text,related_is_text,IS 16444,,F034,bis_gazette_notification.csv,,1378,1.00,
REL-NOTIFI-0001229,NOTIF-00647,,STANDARD,STD-00828,IS 17790,ACTS_ON,related_is_text,related_is_text,IS 17790 : 2022,,F034,bis_gazette_notification.csv,,1380,1.00,
REL-NOTIFI-0001230,NOTIF-00673,,STANDARD,STD-00793,IS 17526,ACTS_ON,related_is_text,related_is_text,IS 17526 : 2021,,F034,bis_gazette_notification.csv,,1381,1.00,
REL-NOTIFI-0001231,NOTIF-00630,,STANDARD,STD-00800,IS 17569,ACTS_ON,related_is_text,related_is_text,IS 17569 : 2021,,F034,bis_gazette_notification.csv,,1382,1.00,
REL-NOTIFI-0001232,NOTIF-00973,,STANDARD,STD-01144,IS 3513,ACTS_ON,related_is_text,related_is_text,IS 3513,,F034,bis_gazette_notification.csv,,1383,1.00,
REL-NOTIFI-0001233,NOTIF-00962,,STANDARD,STD-01144,IS 3513,ACTS_ON,related_is_text,related_is_text,IS 3513,,F034,bis_gazette_notification.csv,,1384,1.00,
REL-NOTIFI-0001234,NOTIF-01107,,STANDARD,STD-01144,IS 3513,ACTS_ON,related_is_text,related_is_text,IS 3513,,F034,bis_gazette_notification.csv,,1385,1.00,
REL-NOTIFI-0001235,NOTIF-00507,,STANDARD,STD-00305,IS 1363,ACTS_ON,related_is_text,related_is_text,IS 1363,,F034,bis_gazette_notification.csv,,1387,1.00,
REL-NOTIFI-0001236,NOTIF-01052,,STANDARD,STD-00305,IS 1363,ACTS_ON,related_is_text,related_is_text,IS 1363,,F034,bis_gazette_notification.csv,,1388,1.00,
REL-NOTIFI-0001237,NOTIF-00506,,STANDARD,STD-00305,IS 1363,ACTS_ON,related_is_text,related_is_text,IS 1363,,F034,bis_gazette_notification.csv,,1389,1.00,
REL-NOTIFI-0001238,NOTIF-00504,,STANDARD,STD-00307,IS 1364,ACTS_ON,related_is_text,related_is_text,IS 1364,,F034,bis_gazette_notification.csv,,1390,1.00,
REL-NOTIFI-0001239,NOTIF-00505,,STANDARD,STD-00307,IS 1364,ACTS_ON,related_is_text,related_is_text,IS 1364,,F034,bis_gazette_notification.csv,,1391,1.00,
REL-NOTIFI-0001240,NOTIF-01112,,STANDARD,STD-01284,IS 4621,ACTS_ON,related_is_text,related_is_text,IS 4621 : 1975,,F034,bis_gazette_notification.csv,,1392,1.00,
REL-NOTIFI-0001241,NOTIF-00894,,STANDARD,STD-01327,IS 5187,ACTS_ON,related_is_text,related_is_text,IS 5187 : 1972,,F034,bis_gazette_notification.csv,,1393,1.00,
REL-NOTIFI-0001242,NOTIF-00866,,STANDARD,STD-00042,IS 10238,ACTS_ON,related_is_text,related_is_text,IS 10238 : 2001,,F034,bis_gazette_notification.csv,,1394,1.00,
REL-NOTIFI-0001243,NOTIF-00865,,STANDARD,STD-00201,IS 12427,ACTS_ON,related_is_text,related_is_text,IS 12427 : 2001,,F034,bis_gazette_notification.csv,,1395,1.00,
REL-NOTIFI-0001244,NOTIF-00503,,STANDARD,STD-01175,IS 3757,ACTS_ON,related_is_text,related_is_text,IS 3757 : 1985,,F034,bis_gazette_notification.csv,,1396,1.00,
REL-NOTIFI-0001245,NOTIF-00703,,STANDARD,STD-00932,IS 204,ACTS_ON,related_is_text,related_is_text,IS 204,,F034,bis_gazette_notification.csv,,1397,1.00,
REL-NOTIFI-0001246,NOTIF-00704,,STANDARD,STD-00932,IS 204,ACTS_ON,related_is_text,related_is_text,IS 204,,F034,bis_gazette_notification.csv,,1398,1.00,
REL-NOTIFI-0001247,NOTIF-00754,,STANDARD,STD-00556,IS 15834,ACTS_ON,related_is_text,related_is_text,IS 15834 : 2022,,F034,bis_gazette_notification.csv,,1399,1.00,
REL-NOTIFI-0001248,NOTIF-00752,,STANDARD,STD-01040,IS 2681,ACTS_ON,related_is_text,related_is_text,IS 2681 : 1993,,F034,bis_gazette_notification.csv,,1400,1.00,
REL-NOTIFI-0001249,NOTIF-00753,,STANDARD,STD-01064,IS 281,ACTS_ON,related_is_text,related_is_text,IS 281 : 2009,,F034,bis_gazette_notification.csv,,1401,1.00,
REL-NOTIFI-0001250,NOTIF-00755,,STANDARD,STD-01529,IS 7534,ACTS_ON,related_is_text,related_is_text,IS 7534 : 1985,,F034,bis_gazette_notification.csv,,1402,1.00,
REL-NOTIFI-0001251,NOTIF-01096,,STANDARD,STD-00233,IS 1284,ACTS_ON,related_is_text,related_is_text,IS 1284 : 1975,,F034,bis_gazette_notification.csv,,1403,1.00,
REL-NOTIFI-0001252,NOTIF-01150,,STANDARD,STD-00555,IS 15833,ACTS_ON,related_is_text,related_is_text,IS 15833 : 2009,,F034,bis_gazette_notification.csv,,1404,1.00,
REL-NOTIFI-0001253,NOTIF-00502,,STANDARD,STD-01447,IS 6623,ACTS_ON,related_is_text,related_is_text,IS 6623 : 2004,,F034,bis_gazette_notification.csv,,1405,1.00,
REL-NOTIFI-0001254,NOTIF-01149,,STANDARD,STD-00426,IS 14756,ACTS_ON,related_is_text,related_is_text,IS 14756 : 2022,,F034,bis_gazette_notification.csv,,1407,1.00,
REL-NOTIFI-0001255,NOTIF-01046,,STANDARD,STD-00671,IS 1660,ACTS_ON,related_is_text,related_is_text,IS 1660 : 2024,,F034,bis_gazette_notification.csv,,1408,1.00,
REL-NOTIFI-0001256,NOTIF-00669,,STANDARD,STD-00339,IS 13983,ACTS_ON,related_is_text,related_is_text,IS 13983 : 1994,,F034,bis_gazette_notification.csv,,1409,1.00,
REL-NOTIFI-0001257,NOTIF-00628,,STANDARD,STD-00873,IS 18427,ACTS_ON,related_is_text,related_is_text,IS 18427 : 2024,,F034,bis_gazette_notification.csv,,1410,1.00,
REL-NOTIFI-0001258,NOTIF-00811,,STANDARD,STD-00378,IS 14407,ACTS_ON,related_is_text,related_is_text,IS 14407 : 2023,,F034,bis_gazette_notification.csv,,1411,1.00,
REL-NOTIFI-0001259,NOTIF-00786,,STANDARD,STD-00741,IS 17153,ACTS_ON,related_is_text,related_is_text,IS 17153 : 2019,,F034,bis_gazette_notification.csv,,1413,1.00,
REL-NOTIFI-0001260,NOTIF-00836,,STANDARD,STD-00535,IS 15683,ACTS_ON,related_is_text,related_is_text,IS 15683 : 2018,,F034,bis_gazette_notification.csv,,1415,1.00,
REL-NOTIFI-0001261,NOTIF-00781,,STANDARD,STD-00592,IS 16018,ACTS_ON,related_is_text,related_is_text,IS 16018 : 2012,,F034,bis_gazette_notification.csv,,1416,1.00,
REL-NOTIFI-0001262,NOTIF-01022,,STANDARD,STD-01172,IS 374,ACTS_ON,related_is_text,related_is_text,IS 374 : 2019,,F034,bis_gazette_notification.csv,,1418,1.00,
REL-NOTIFI-0001263,NOTIF-00921,,STANDARD,STD-00670,IS 1659,ACTS_ON,related_is_text,related_is_text,IS 1659 : 2004,,F034,bis_gazette_notification.csv,,1420,1.00,
REL-NOTIFI-0001264,NOTIF-00978,,STANDARD,STD-00232,IS 12823,ACTS_ON,related_is_text,related_is_text,IS 12823 : 2015,,F034,bis_gazette_notification.csv,,1421,1.00,
REL-NOTIFI-0001265,NOTIF-01108,,STANDARD,STD-01100,IS 3087,ACTS_ON,related_is_text,related_is_text,IS 3087 : 2005,,F034,bis_gazette_notification.csv,,1422,1.00,
REL-NOTIFI-0001266,NOTIF-01106,,STANDARD,STD-00199,IS 12406,ACTS_ON,related_is_text,related_is_text,IS 12406 : 2021,,F034,bis_gazette_notification.csv,,1423,1.00,
REL-NOTIFI-0001267,NOTIF-01027,,STANDARD,STD-01101,IS 3097,ACTS_ON,related_is_text,related_is_text,IS 3097 : 2006,,F034,bis_gazette_notification.csv,,1424,1.00,
REL-NOTIFI-0001268,NOTIF-00577,,STANDARD,STD-00746,IS 1726,ACTS_ON,related_is_text,related_is_text,IS 1726 : 1991,,F034,bis_gazette_notification.csv,,1426,1.00,
REL-NOTIFI-0001269,NOTIF-00924,,STANDARD,STD-00755,IS 1729,ACTS_ON,related_is_text,related_is_text,IS 1729 : 2002,,F034,bis_gazette_notification.csv,,1427,1.00,
REL-NOTIFI-0001270,NOTIF-00940,,STANDARD,STD-00897,IS 1879,ACTS_ON,related_is_text,related_is_text,IS 1879 : 2010,,F034,bis_gazette_notification.csv,,1428,1.00,
REL-NOTIFI-0001271,NOTIF-00578,,STANDARD,STD-00275,IS 13349,ACTS_ON,related_is_text,related_is_text,IS 13349 : 1992,,F034,bis_gazette_notification.csv,,1429,1.00,
REL-NOTIFI-0001272,NOTIF-00644,,STANDARD,STD-00958,IS 210,ACTS_ON,related_is_text,related_is_text,IS 210 : 2009,,F034,bis_gazette_notification.csv,,1430,1.00,
REL-NOTIFI-0001273,NOTIF-00682,,STANDARD,STD-00493,IS 1537,ACTS_ON,related_is_text,related_is_text,IS 1537 : 1976,,F034,bis_gazette_notification.csv,,1431,1.00,
REL-NOTIFI-0001274,NOTIF-00006,,STANDARD,STD-00756,IS 17293,ACTS_ON,related_is_text,related_is_text,IS 17293 : 2020,,F034,bis_gazette_notification.csv,,1433,1.00,
REL-NOTIFI-0001275,NOTIF-00003,,STANDARD,STD-00786,IS 17505,ACTS_ON,related_is_text,related_is_text,IS 17505,,F034,bis_gazette_notification.csv,,1434,1.00,
REL-NOTIFI-0001276,NOTIF-00741,,STANDARD,STD-01414,IS 617,ACTS_ON,related_is_text,related_is_text,IS 617:1994,,F034,bis_gazette_notification.csv,,1436,1.00,
REL-NOTIFI-0001277,NOTIF-01030,,STANDARD,STD-00156,IS 11890,ACTS_ON,related_is_text,related_is_text,IS 11890 : 1987,,F034,bis_gazette_notification.csv,,1437,1.00,
REL-NOTIFI-0001278,NOTIF-01078,,STANDARD,STD-01457,IS 6754,ACTS_ON,related_is_text,related_is_text,IS 6754:1972,,F034,bis_gazette_notification.csv,,1438,1.00,
REL-NOTIFI-0001279,NOTIF-01079,,STANDARD,STD-01028,IS 2590,ACTS_ON,related_is_text,related_is_text,IS 2590 : 1987,,F034,bis_gazette_notification.csv,,1439,1.00,
REL-NOTIFI-0001280,NOTIF-00531,,STANDARD,STD-01206,IS 4026,ACTS_ON,related_is_text,related_is_text,IS 4026 : 2023,,F034,bis_gazette_notification.csv,,1440,1.00,
REL-NOTIFI-0001281,NOTIF-00751,,STANDARD,STD-00905,IS 191,ACTS_ON,related_is_text,related_is_text,IS 191:2007,,F034,bis_gazette_notification.csv,,1441,1.00,
REL-NOTIFI-0001282,NOTIF-00773,,STANDARD,STD-01527,IS 7506,ACTS_ON,related_is_text,related_is_text,IS 7506:1987,,F034,bis_gazette_notification.csv,,1442,1.00,
REL-NOTIFI-0001283,NOTIF-01105,,STANDARD,STD-01094,IS 303,ACTS_ON,related_is_text,related_is_text,IS 303 : 1989,,F034,bis_gazette_notification.csv,,1444,1.00,
REL-NOTIFI-0001284,NOTIF-00980,,STANDARD,STD-00969,IS 2202,ACTS_ON,related_is_text,related_is_text,IS 2202,,F034,bis_gazette_notification.csv,,1445,1.00,
REL-NOTIFI-0001285,NOTIF-00927,,STANDARD,STD-01483,IS 710,ACTS_ON,related_is_text,related_is_text,IS 710 : 2010,,F034,bis_gazette_notification.csv,,1446,1.00,
REL-NOTIFI-0001286,NOTIF-00476,,STANDARD,STD-01362,IS 5509,ACTS_ON,related_is_text,related_is_text,IS 5509 : 2021,,F034,bis_gazette_notification.csv,,1447,1.00,
REL-NOTIFI-0001287,NOTIF-01026,,STANDARD,STD-00271,IS 1328,ACTS_ON,related_is_text,related_is_text,IS 1328 : 1996,,F034,bis_gazette_notification.csv,,1448,1.00,
REL-NOTIFI-0001288,NOTIF-00981,,STANDARD,STD-00968,IS 2191,ACTS_ON,related_is_text,related_is_text,IS 2191,,F034,bis_gazette_notification.csv,,1449,1.00,
REL-NOTIFI-0001289,NOTIF-00982,,STANDARD,STD-00968,IS 2191,ACTS_ON,related_is_text,related_is_text,IS 2191,,F034,bis_gazette_notification.csv,,1450,1.00,
REL-NOTIFI-0001290,NOTIF-00979,,STANDARD,STD-00969,IS 2202,ACTS_ON,related_is_text,related_is_text,IS 2202,,F034,bis_gazette_notification.csv,,1451,1.00,
REL-NOTIFI-0001291,NOTIF-00556,,STANDARD,STD-01309,IS 4990,ACTS_ON,related_is_text,related_is_text,IS 4990 : 2011,,F034,bis_gazette_notification.csv,,1452,1.00,
REL-NOTIFI-0001292,NOTIF-01060,,STANDARD,STD-00076,IS 10701,ACTS_ON,related_is_text,related_is_text,IS 10701 : 2012,,F034,bis_gazette_notification.csv,,1453,1.00,
REL-NOTIFI-0001293,NOTIF-00893,,STANDARD,STD-00908,IS 1921,ACTS_ON,related_is_text,related_is_text,IS 1921: 2005,,F034,bis_gazette_notification.csv,,1455,1.00,
REL-NOTIFI-0001294,NOTIF-00947,,STANDARD,STD-00469,IS 15155,ACTS_ON,related_is_text,related_is_text,IS 15155 : 2020,,F034,bis_gazette_notification.csv,,1457,1.00,
REL-NOTIFI-0001295,NOTIF-00560,,STANDARD,STD-00679,IS 16651,ACTS_ON,related_is_text,related_is_text,IS 16651 : 2017,,F034,bis_gazette_notification.csv,,1458,1.00,
