group_id,file_a,file_b,duplicate_type,similarity_score,common_rows,unique_rows_a,unique_rows_b,common_IS_numbers,unique_IS_numbers_a,unique_IS_numbers_b,common_columns,unique_columns_a,unique_columns_b,conflicts,decision,decision_reason,recommended_canonical_file,records_to_merge,records_to_archive,requires_review,detection_level,record_key_column,common_records_by_key,unique_records_a_by_key,unique_records_b_by_key,record_key_jaccard,entity_identity_verdict,entity_discriminator_columns,homonym_columns_do_not_union,attribute_sets_comparable,row_metric_reliability,schema_verdict,identical_bytes,identical_row_multiset,version_direction_evidence,pair_id
DG-0166,BIS_Scheme_IV_FMCS.xlsx,BIS_Scheme_X_Industrial_v2.xlsx,DIFFERENT_ENTITY,0.28,0,40,5,0,40,2,12,1,2,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_SUBSTANTIALLY_IDENTICAL, column Jaccard 0.8) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,product,0,40,5,0.0,KEY_DISJOINT_NO_ENTITY_EVIDENCE,,,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0166
DG-0167,BIS_Scheme_IV_FMCS.xlsx,BIS_Schemes_Master.xlsx,DUPLICATE_WITH_UNIQUE_DATA,0.2406,0,40,40,0,40,0,11,2,3,200,DUPLICATE_WITH_UNIQUE_DATA,"20 records shared on `product` (key Jaccard 0.33) but 20 are unique to A and 20 unique to B, over the same attribute set. Overlapping records are the same entities; the unique ones are additional valid records. Union both - archiving either side would destroy records.",MERGE_UNION,60,0,YES,L4,product,20,20,20,0.3333,KEY_LINKED,related_product_manual; related_qco; scheme_name; scheme_type,related_product_manual; related_qco; related_sit; requirements; scheme_name; scope; source_url,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,"INCONCLUSIVE: 200 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0167
DG-0168,BIS_Scheme_IV_FMCS.xlsx,BIS_Schemes_Master_Scheme_2.xlsx,DUPLICATE_WITH_UNIQUE_DATA,0.2406,0,40,40,0,40,0,11,2,3,200,DUPLICATE_WITH_UNIQUE_DATA,"20 records shared on `product` (key Jaccard 0.33) but 20 are unique to A and 20 unique to B, over the same attribute set. Overlapping records are the same entities; the unique ones are additional valid records. Union both - archiving either side would destroy records.",MERGE_UNION,60,0,YES,L4,product,20,20,20,0.3333,KEY_LINKED,related_product_manual; related_qco; scheme_name; scheme_type,related_product_manual; related_qco; related_sit; requirements; scope; source_url,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,"INCONCLUSIVE: 200 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0168
DG-0169,BIS_Scheme_IV_FMCS.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0113,38,2,2,40,0,5,1,12,18,0,COMPLEMENTARY,"38 of 42 records are shared on `is_number` (key Jaccard 0.90; 2 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0323, 1 shared of 13/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,42,0,YES,L4,is_number,38,2,2,0.9048,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0169
DG-0170,BIS_Scheme_IV_FMCS.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0113,38,2,2,40,0,5,1,12,18,0,COMPLEMENTARY,"38 of 42 records are shared on `is_number` (key Jaccard 0.90; 2 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0323, 1 shared of 13/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,42,0,YES,L4,is_number,38,2,2,0.9048,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0170
DG-0171,BIS_Scheme_IV_FMCS.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0113,38,2,2,40,0,5,1,12,18,0,COMPLEMENTARY,"38 of 42 records are shared on `is_number` (key Jaccard 0.90; 2 unique to A, 2 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0323, 1 shared of 13/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,42,0,YES,L4,is_number,38,2,2,0.9048,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0171
DG-0172,BIS_Scheme_IV_FMCS.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0318,0,40,45,40,0,4,3,10,20,58,COMPLEMENTARY,"39 of 46 records are shared on `is_number` (key Jaccard 0.85; 1 unique to A, 6 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0909, 3 shared of 13/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,46,0,YES,L4,is_number,39,1,6,0.8478,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 58 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0172
DG-0173,BIS_Scheme_IV_FMCS.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0206,0,40,36,25,15,10,2,11,21,22,COMPLEMENTARY,"22 of 54 records are shared on `is_number` (key Jaccard 0.41; 18 unique to A, 14 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0588, 2 shared of 13/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,54,0,YES,L4,is_number,22,18,14,0.4074,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 22 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0173
DG-0174,BIS_Scheme_IV_FMCS.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0375,0,40,45,40,0,4,3,10,15,35,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 2 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1071, 3 shared of 13/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,2,7,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 35 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0174
DG-0175,BIS_Scheme_IV_FMCS.xlsx,data__raw__fmcs_all_fmcs_list_raw.csv,REQUIRES_REVIEW,0.0167,0,40,3135,19,21,322,1,12,8,0,REQUIRES_REVIEW,"Evidence does not settle this pair: key overlap -1, entity overlap 0.05, schema SCHEMA_WEAK_OVERLAP, conflicts 0, row metric LOW_PROJECTION_WIDTH. Deliberately left unresolved rather than guessed.",UNDECIDED_REVIEW_REQUIRED,0,0,YES,L4,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0175
DG-0176,BIS_Scheme_IV_FMCS.xlsx,output__fmcs_country_coverage.csv,DIFFERENT_ENTITY,0.0,0,0,0,0,40,0,0,13,3,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_DISJOINT, column Jaccard 0.0) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0176
DG-0177,BIS_Scheme_IV_FMCS.xlsx,output__fmcs_is_coverage.csv,COMPLEMENTARY,0.0233,3,37,420,19,21,322,1,12,2,0,COMPLEMENTARY,"3 of 460 records are shared on `is_number` (key Jaccard 0.01; 37 unique to A, 420 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0667, 1 shared of 13/3 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,460,0,YES,L4,is_number,3,37,420,0.0065,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0177
DG-0178,BIS_Scheme_IV_FMCS.xlsx,output__topic18_fmcs_manufacturers.csv,REQUIRES_REVIEW,0.0389,0,40,3135,19,21,322,3,10,14,0,REQUIRES_REVIEW,"Evidence does not settle this pair: key overlap -1, entity overlap 0.05, schema SCHEMA_WEAK_OVERLAP, conflicts 0, row metric LOW_PROJECTION_WIDTH. Deliberately left unresolved rather than guessed.",UNDECIDED_REVIEW_REQUIRED,0,0,YES,L4,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0178
DG-0179,BIS_Scheme_IV_FMCS.xlsx,output__topic19_official_documents.csv,DIFFERENT_ENTITY,0.0389,0,40,22,0,40,0,3,10,14,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1111) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0179
DG-0180,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X_Industrial_v2.xlsx,IDENTICAL_CONTENT,1.0,5,0,0,2,0,0,14,0,0,0,IDENTICAL_CONTENT,"Different bytes but an identical normalised row multiset (5 rows, row order same): every record in one file is present in the other.",BIS_Scheme_X_Industrial.xlsx,0,5,NO,L2,product,5,0,0,1.0,KEY_LINKED,,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,YES,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0180
DG-0181,BIS_Scheme_X_Industrial.xlsx,BIS_Schemes_Master.xlsx,DIFFERENT_ENTITY,0.3033,0,5,40,0,2,0,13,1,1,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_SUBSTANTIALLY_IDENTICAL, column Jaccard 0.8667) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,product,0,5,40,0.0,KEY_DISJOINT_NO_ENTITY_EVIDENCE,,,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0181
DG-0182,BIS_Scheme_X_Industrial.xlsx,BIS_Schemes_Master_Scheme_2.xlsx,DIFFERENT_ENTITY,0.3033,0,5,40,0,2,0,13,1,1,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_SUBSTANTIALLY_IDENTICAL, column Jaccard 0.8667) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,product,0,5,40,0.0,KEY_DISJOINT_NO_ENTITY_EVIDENCE,,,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0182
DG-0183,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Schemes_Master.xlsx,DIFFERENT_ENTITY,0.3033,0,5,40,0,2,0,13,1,1,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_SUBSTANTIALLY_IDENTICAL, column Jaccard 0.8667) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,product,0,5,40,0.0,KEY_DISJOINT_NO_ENTITY_EVIDENCE,,,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0183
DG-0184,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Schemes_Master_Scheme_2.xlsx,DIFFERENT_ENTITY,0.3033,0,5,40,0,2,0,13,1,1,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_SUBSTANTIALLY_IDENTICAL, column Jaccard 0.8667) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,product,0,5,40,0.0,KEY_DISJOINT_NO_ENTITY_EVIDENCE,,,YES,RELIABLE,SCHEMA_SUBSTANTIALLY_IDENTICAL,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0184
DG-0185,BIS_Schemes_Master.xlsx,BIS_Schemes_Master_Scheme_2.xlsx,DIFFERENT_ENTITY,0.35,0,40,40,0,0,0,14,0,0,160,DIFFERENT_ENTITY,"Same 40 record keys on `product` in both files, but the entity-identifying column(s) scheme_code; scheme_id; scheme_name disagree on every matched record. These are two different entities described over one key, not two copies of one table - the real key needs the entity dimension added. BOTH files must be kept in full.",BOTH_KEEP_SEPARATE,80,0,YES,L3,product,40,0,0,1.0,KEY_LINKED,scheme_code; scheme_id; scheme_name,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,"INCONCLUSIVE: 160 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0185
DG-0186,BIS_Schemes_Master.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.02,0,40,45,0,0,44,2,12,21,21,COMPLEMENTARY,"21 of 64 records are shared on `product` (key Jaccard 0.33; 19 unique to A, 24 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0571, 2 shared of 14/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,64,0,YES,L4,product,21,19,24,0.3281,KEY_LINKED,,source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 21 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0186
DG-0187,BIS_Schemes_Master.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0233,0,40,45,0,0,44,2,12,16,13,COMPLEMENTARY,"21 of 64 records are shared on `product` (key Jaccard 0.33; 19 unique to A, 24 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0667, 2 shared of 14/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,64,0,YES,L4,product,21,19,24,0.3281,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 13 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0187
DG-0188,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.02,0,40,45,0,0,44,2,12,21,21,COMPLEMENTARY,"21 of 64 records are shared on `product` (key Jaccard 0.33; 19 unique to A, 24 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0571, 2 shared of 14/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,64,0,YES,L4,product,21,19,24,0.3281,KEY_LINKED,,source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 21 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0188
DG-0189,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0233,0,40,45,0,0,44,2,12,16,13,COMPLEMENTARY,"21 of 64 records are shared on `product` (key Jaccard 0.33; 19 unique to A, 24 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0667, 2 shared of 14/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,64,0,YES,L4,product,21,19,24,0.3281,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 13 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0189
DG-0190,BIS_Standards_Amendments.xlsx,BIS_Standards_Details_v2 (1).xlsx,DIFFERENT_ENTITY,0.0117,0,42,40,0,0,45,1,11,18,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0190
DG-0191,BIS_Standards_Amendments.xlsx,BIS_Standards_Details_v2.xlsx,DIFFERENT_ENTITY,0.0117,0,42,40,0,0,45,1,11,18,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0191
DG-0192,BIS_Standards_Amendments.xlsx,BIS_Standards_Details_v3.xlsx,DIFFERENT_ENTITY,0.0117,0,42,40,0,0,45,1,11,18,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.00. Schema resemblance (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0192
DG-0193,BIS_Standards_Details_v2 (1).xlsx,BIS_Standards_Details_v2.xlsx,EXACT_DUPLICATE,1.0,40,0,0,45,0,0,19,0,0,0,EXACT_DUPLICATE,"Byte-for-byte identical files (same SHA-256). No content differs, so one copy carries the whole of both.",BIS_Standards_Details_v2 (1).xlsx,0,40,NO,L1,is_number,40,0,0,1.0,KEY_LINKED,,,YES,RELIABLE,SCHEMA_IDENTICAL,YES,YES,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0193
DG-0194,BIS_Standards_Details_v2 (1).xlsx,BIS_Standards_Details_v3.xlsx,VERSION_NEWER,0.4324,9,31,31,45,0,0,19,0,0,31,VERSION_NEWER,"Identical record set (40 keys on `is_number`, none unique to either side) with 31 differing cells whose direction is settled by content: ENRICHMENT: B supplies a real value in 31/31 conflicting cells where A is blank or a narrative non-answer; A supplies none in the other direction. Later revision = BIS_Standards_Details_v3.xlsx. No record is lost by treating BIS_Standards_Details_v2 (1).xlsx as superseded, but its differing cells are preserved in CONFLICTS.csv.",BIS_Standards_Details_v3.xlsx,0,0,NO,L4,is_number,40,0,0,1.0,KEY_LINKED,,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,ENRICHMENT: B supplies a real value in 31/31 conflicting cells where A is blank or a narrative non-answer; A supplies none in the other direction,DC-0194
DG-0195,BIS_Standards_Details_v2 (1).xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0085,38,2,7,40,5,4,1,18,22,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 2 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0244, 1 shared of 19/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,2,7,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0195
DG-0196,BIS_Standards_Details_v2 (1).xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0085,22,18,14,28,17,7,1,18,22,0,COMPLEMENTARY,"22 of 54 records are shared on `is_number` (key Jaccard 0.41; 18 unique to A, 14 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0244, 1 shared of 19/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,54,0,YES,L4,is_number,22,18,14,0.4074,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0196
DG-0197,BIS_Standards_Details_v2 (1).xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0097,38,2,7,40,5,4,1,18,17,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 2 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0278, 1 shared of 19/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,2,7,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0197
DG-0198,BIS_Standards_Details_v2.xlsx,BIS_Standards_Details_v3.xlsx,VERSION_NEWER,0.4324,9,31,31,45,0,0,19,0,0,31,VERSION_NEWER,"Identical record set (40 keys on `is_number`, none unique to either side) with 31 differing cells whose direction is settled by content: ENRICHMENT: B supplies a real value in 31/31 conflicting cells where A is blank or a narrative non-answer; A supplies none in the other direction. Later revision = BIS_Standards_Details_v3.xlsx. No record is lost by treating BIS_Standards_Details_v2.xlsx as superseded, but its differing cells are preserved in CONFLICTS.csv.",BIS_Standards_Details_v3.xlsx,0,0,NO,L4,is_number,40,0,0,1.0,KEY_LINKED,,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,ENRICHMENT: B supplies a real value in 31/31 conflicting cells where A is blank or a narrative non-answer; A supplies none in the other direction,DC-0198
DG-0199,BIS_Standards_Details_v2.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0085,38,2,7,40,5,4,1,18,22,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 2 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0244, 1 shared of 19/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,2,7,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0199
DG-0200,BIS_Standards_Details_v2.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0085,22,18,14,28,17,7,1,18,22,0,COMPLEMENTARY,"22 of 54 records are shared on `is_number` (key Jaccard 0.41; 18 unique to A, 14 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0244, 1 shared of 19/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,54,0,YES,L4,is_number,22,18,14,0.4074,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0200
DG-0201,BIS_Standards_Details_v2.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0097,38,2,7,40,5,4,1,18,17,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 2 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0278, 1 shared of 19/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,2,7,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0201
DG-0202,BIS_Standards_Details_v3.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0085,38,2,7,40,5,4,1,18,22,0,COMPLEMENTARY,"38 of 47 records are shared on `is_number` (key Jaccard 0.81; 2 unique to A, 7 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0244, 1 shared of 19/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,47,0,YES,L4,is_number,38,2,7,0.8085,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0202
